time/s	Ewe/V	<I>/mA	cycle number	
9.477399760580738E+000	-7.5771464E-003	2.250652454143208E-003	1.000000000000000E+000
9.508199759802665E+000	-4.5378264E-003	2.144240965938297E-003	1.000000000000000E+000
9.539099759022065E+000	-1.3658004E-003	2.254964690625562E-003	1.000000000000000E+000
9.569899758243992E+000	1.8162790E-003	2.186018048883627E-003	1.000000000000000E+000
9.600699757465918E+000	4.8790234E-003	2.236403310652720E-003	1.000000000000000E+000
9.631499756687845E+000	7.9884995E-003	2.282344622851505E-003	1.000000000000000E+000
9.662299755909771E+000	1.1033127E-002	2.222919721681697E-003	1.000000000000000E+000
9.693099755131698E+000	1.4116460E-002	2.294553401102122E-003	1.000000000000000E+000
9.723899754353624E+000	1.7177625E-002	2.211045768122366E-003	1.000000000000000E+000
9.754699753575551E+000	2.0232135E-002	2.348826533202689E-003	1.000000000000000E+000
